ItemID,Sentiment,Date & Time,Source,SentimentText
502,1,2014-11-24 18:59:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AlFerretti You're most welcome. Couldn't let pass of that quote. WA is green, as always "
503,1,2014-11-24 19:58:36 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AnnCurry What a great quote Ann! So true-Happy Mom's Day to you-enjoy it! 
504,0,2014-11-24 20:13:10 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb "
505,0,2014-11-24 21:43:12 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@anotorias i'm feeling it over here to, i feel bad now. i thought it was just jokes "
506,1,2014-11-24 22:20:51 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@antsmoove Where are my jokes, Katt?! "
507,0,2014-11-24 23:40:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@anuragu ohh. :-| but by that quote, it means im undesirable anyway "
508,0,2014-11-24 23:50:33 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aplusk Summer sports suck....  depressing time of the year for me too
509,1,2014-11-24 00:54:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@aplusk LMFAOOOO! They make it look well true dont they, the way they put your &quot;real quotes&quot; good luck with putting up with them "
510,1,2014-11-24 01:09:18 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AriesChild getcho sportscaster/ charles barkley LA sports lovin...Hey girl!!!! 
511,1,2014-11-24 02:07:03 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AlyciaBella Love that quote!! 
512,1,2014-11-24 03:36:56 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ArunBasilLal dude @theanand is stuck in office and hence the sardar jokes. dont support him.. 
513,0,2014-11-24 04:33:53 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Alyssa_Milano Why doesn't the sports media publicize GOOD stories like that? 
514,0,2014-11-24 05:26:12 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ashbymh First of all. That quote deserves a sad face.   Second of all.  HELLOOOO.  I haven't talked to you in what, 527846234 years?"
515,1,2014-11-24 06:56:37 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Arien xD I was going to put that quote but I knew you would  Whom is this 'Gaby' ? See ya later! psst I was just in your room xD *ninja*
516,0,2014-11-24 07:19:20 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@army_of_me I need that! I'm barely surviving on sports bras 
517,1,2014-11-24 08:00:45 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@asiadevinyl hahaha, sorry, sweetheart, couldn't resist i love norris jokes "
518,1,2014-11-24 09:36:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ArunBasilLal Yes I thought Wordpress would be neat enough! And yes! about the lazy quote! Even THAT is an understatement! 
519,1,2014-11-24 19:35:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AWilliams6414 Yummm save me some haha, jokes "
520,0,2014-11-24 20:13:59 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@astynes Ooh that sounds divine! I'm done with the jokes now, got to work.... "
521,1,2014-11-24 21:13:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@atheistium dont you love the awkward claps and even more awkward laughter at the bad jokes? 
522,1,2014-11-24 22:36:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@b_Klaus you're always chilling watching sportscenter before bed! Talk about no life! Lol JK hun 
523,1,2014-11-24 22:54:25 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aubreyoday almost famous is one of my fav's too .. i see u got quotes up from the movie  oxox
524,1,2014-11-24 23:50:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@augnbudsmom @quotesource @firstpagepro @successwalls @allthesimple @VisionTwits @debrasteele  THANKS SO MUCH for the re-tweets! 
525,0,2014-11-24 00:47:39 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@badarama_ It just hurts when nobody understands my jokes. I had to let it out. I'm sorry. 
526,0,2014-11-24 02:09:04 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bang2write &quot;ITV will not be producing drama for broadcast before the watershed.&quot; That's the killer quote. 
527,1,2014-11-24 04:19:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@azandiaMJBB You are very welcome, Mary - it is a lovely quote. "
528,1,2014-11-24 05:08:43 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@babblingbrookie btw, was dave there too? Cuz doesn't he like sports a lot? lol "
529,0,2014-11-24 06:01:45 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bbrunsch Yeah, that kinda fell through. They upped the price by $10k before we actually got a quote. "
530,1,2014-11-24 07:39:52 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BeauaBroughton doesn't have the quotes lol 
531,0,2014-11-24 07:37:58 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beckycraig Oh yeah...well I shall be in school jammin'...to classical music...JOKESSSS...well actually I will be at some point 
532,1,2014-11-24 8:08:07 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beebeebuthainah HAHAHAHA OI KNOW THAT QUOTE!    &quot;you smell like dog poo!&quot; -- &quot;he says those mean things because he likes you&quot; toing!
533,1,2014-11-24 09:12:34 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beechhay yeah babe...I'll email you quotes. 
534,1,2014-11-24 10:01:11 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bhavya_Jain I'd tweet funny jokes 
535,1,2014-11-24 11:59:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@benmarvin Your jokes are great until they turn into emotional blackmail. All you've got to lose is a little integrity. 
536,1,2014-11-24 12:53:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bermudaonion Which book quotes @beatccr in the front matter? I wanna know! 
537,1,2014-11-24 13:49:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bigcox That is a lovely quote  How's the show coming along for Edinburgh? I can't wait!
538,1,2014-11-24 14:49:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BlegooPR It was a quote , a mere quote "
539,1,2014-11-24 15:49:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BlkSportsOnline Thanks so much!! That is such an amazingly nice thing to say! 
540,1,2014-11-24 16:35:26 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@billwil i am confused when people say that. i've had pains from sports since i was 18 
541,0,2014-11-24 17:07:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bltsports25 are you buying tix for the indy blink show? my moms card is maxed and cant buy them 
542,1,2014-11-24 18:54:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bowl_the_Bunny ha ha, no not a tomboy at all very girlie indeed, just a girl who LOVES sports "
543,1,2014-11-24 19:11:12 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@birlaasports Come on Arsenal  Bet �25 on the match, get �25 cashback if you lose @ http://tinyurl.com/coc9uq"
544,1,2014-11-24 20:45:07 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bozon_IGN it's on sky sports 1 for free now 
545,1,2014-11-24 21:07:40 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bradwollack i hafta be truthful i get dissapointed everytime your not on roundtable. your my fave, sucks chelsea thinks your jokes suck "
546,0,2014-11-24 22:09:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@brenyeo I wish your Charles Lamb quote was true! 
547,0,2014-11-24 23:16:14 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BlkSportsOnline u dont love your kream anymore 
548,0,2014-11-24 00:38:21 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@blogdiva i have the same issue. it's awful. we might be allergic.  off! deep woods sportsman! http://is.gd/LWDU #DEET4LIFE
549,1,2014-11-25 01:16:02 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Broooooke_ haha ok. dont forget, mine is bradie  and that quote is of course all because of me :L"
550,1,2014-11-25 02:49:49 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BrothersSisters  okay, didn't know tv characters tweet too (??) glad u liked the quote, that 1 was actually &quot;mine&quot; "
551,1,2014-11-25 03:45:22 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AmyMommaerts I like that quote because it makes my debt seem so much more glamorous 
552,1,2014-11-25 04:44:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bradcollinswtw we got photos after you left. SUCKERRRRRRR! ahha jokes ily 
553,1,2014-11-25 05:13:55 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Andjelija hehe, I love that quote. It's even more personal because my Tiffany is petrified of clowns. "
554,1,2014-11-25 06:11:31 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bravstar Hahah its a good quote    And I've never heard about that movie ) I live under a rock. Is it any good?
555,1,2014-11-25 07:52:37 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BrennanAnnie HAHAHAH! I love that quote 
556,0,2014-11-25 08:04:16 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BrentLauren what is everyone watching with eminem?? i just got home I feel all left out of the jokes 
557,0,2014-11-25 09:23:24 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bridget_CooKs You know, when you flood with quotes in a very short time, I find that rather annoying "
558,1,2014-11-25 10:49:31 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CALLmeJUICY Einstein's quotes are my favorite 
559,1,2014-11-25 11:40:21 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bridgetx - thank you!!   Hopefully some quotes will come in useful for others out there, he puts it so well. "
560,1,2014-11-25 12:15:29 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CamelLicker Oh stop dexaggerating that word literally changed my life!  I'm great with the jokes...
561,1,2014-11-25 13:09:37 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CanadianGir2112  glad you liked, but I must admit the swine flu jokes are getting a bit boaring. (sorry, lol)"
562,1,2014-11-25 14:08:34 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Canariecruz lmaaaooo chill out it's all just jokes 
563,1,2014-11-25 15:54:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cancersurvivorx LOL...you're right...saw Tab during set-up...pure jokes 
564,1,2014-11-25 16:30:56 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ankita_gaba sigh! i remember it but its now impossible to find it from your archives  i was going to quote it in my future blog post.
565,1,2014-11-25 17:50:36 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BrooklynBoy85 you need a quote of the day everyday!  xoxoxo
566,1,2014-11-25 18:50:55 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@annyjacoby I would like the sources for the quotes you gave me. 
567,1,2014-11-25 19:50:41 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@buckhollywood BASEBALL! watch some sports man! 
568,1,2014-11-25 20:48:39 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@buckhollywood omg i love you... and i noticed your wicked quote on blogtv... toss toss lol!!  love you buck!!! ROCK ON!!
569,1,2014-11-25 21:46:22 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@carrotmadman6  Have a tweet on me! (AC/DC's Have a drink on me!) #twitquote
570,0,2014-11-25 22:46:04 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@apercheddove :-P its okay. I hear blonde jokes al the time on wow.  they think im stupid.
571,1,2014-11-25 23:41:49 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CatharineRedden Yeh, Twitter can be a good distraction from junk food but to quote @kirstiealley 'I'd just learn to eat with my feet'... "
572,1,2014-11-25 00:50:22 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cathe2ine Amen to that too  you're quote has been an emotion of mine for the last 2 weeks too 
573,0,2014-11-25 01:44:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@aprylegotjokes yeah, nothing was wrong. i just forgot to call when i got back from pooler. sorry they bothered you "
574,1,2014-11-25 02:41:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ArelysAdriana Let us know when you're ready for Princess Bride quotes.   The book is actually really good too.
575,1,2014-11-25 03:33:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CalendarGirl09 I don't  but I love to play sports and am very competitive when I do, hate to lose, who doesnt"
576,1,2014-11-25 03:22:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@arien617  I guess so  He is very funny, I quote his bit about Skipping being the most effective mode of transport frequently :O"
577,1,2014-11-25 04:11:02 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@arien617 That is such a brilliant quote  #ShakespeareSaturday
578,0,2014-11-25 05:08:15 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@camiknickers a cheesey one, it kept cracking really bad jokes "
579,1,2014-11-25 05:52:35 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Cezza_B that said...I like your jokes.  
580,0,2014-11-25 06:46:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CandaceRae really stupid. Seems the only thing republicans can attack these days is the &quot;war on jokes&quot; about them!  how r u this morning?
581,1,2014-11-25 07:40:53 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@carlyluvsunited nah, as long as you don't mind the fatigue making me thing jokes about your keeping me up all night are appropriate "
582,0,2014-11-25 08:38:11 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@carriesheepy as in.. no quotes are sticking in my head and i dont know ANYTHING!  i wanted an A...
583,0,2014-11-25 08:57:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CarroHombres hehe deans quotes r epic oiii its gonna be a while till i get to ep 10 
584,1,2014-11-25 09:05:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Chelsey_L she sure does, it makes ordinary jokes HILARIOUS and hilarious jokes cause for pants-wetting "
585,1,2014-11-25 09:21:04 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@caseygotcher I like the quote, especially &quot;temporary detour&quot; part  Thanks!"
586,1,2014-11-25 10:40:33 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@caseytreat I totally agree! I'm gonna borrow your quote and put it in my FB.  thx for sharing this here!
587,1,2014-11-25 10:55:10 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cashless lol @ go away...booo doesnt mean it wasnt a date cuz it was her  *jokes*
588,1,2014-11-25 11:04:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AsiaBrands Thanks! i really like that #quote.. will always remember that! its also my msn nick 
589,1,2014-11-25 11:29:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChiSportsGal LOL! Seems that way! I have very busy days... I cough out a few in the mornings at times. 
590,1,2014-11-25 12:00:52 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cathyah I love it...that's going to be one of my new fave quotes. 
591,0,2014-11-25 12:09:07 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@atheros @vindicated @elevandar @dluk oh, sports. sorry no thank you "
592,1,2014-11-25 13:44:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chrisjbrandon  and its challenging! lol. I say too much mean stuff, but its all in good fun. no mean-spiritedness, just jokes."
593,1,2014-11-25 14:52:27 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AudreyKHepburn1 Love that quote, gotta love Audrey! "
594,1,2014-11-25 15:23:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chaachaaaaa_ thanks for the quote. I like it 
595,1,2014-11-25 16:48:45 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chad_tucker you are opening yourself up to too many jokes  
596,0,2014-11-25 17:48:16 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChrisReinhard oh shit. I don't keep up much with the news. It messes with my mood. That sucks. My jokes are inappropriate and not funny. 
597,0,2014-11-25 18:59:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aussie_matelc lol i love those jokes... I can't remember anymore 
598,0,2014-11-25 19:58:36 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@australias lol mine is like a shiny little sports car that i love but i want something that can fit more people 
599,1,2014-11-25 20:13:10 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChelseaMoser That is a great quote. I shall have to quote you. 
600,1,2014-11-25 21:43:12 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chelseanico Yes! I love him. I have seen the eps so many time that I quote his lines with him. 
601,0,2014-11-25 22:20:51 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chemix00 um hello, simpsons quote! you're usually so good at that "
602,1,2014-11-25 23:40:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@chinewinelover there were quite a few wine April fools, but wine is so much fun (or so odd) we don't really need jokes "
603,1,2014-11-25 23:50:33 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CoachAngela Love the quote Angela! 
604,1,2014-11-25 00:54:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChiSportsGal They're out in Wrigley tonight and were out at the bars last night too... 
605,1,2014-11-25 01:09:18 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@cocosmalls lol, love it... AND i love that you have 'cracking jokes' under your services menu of your website: http://thetomatofarm.com "
606,1,2014-11-25 02:07:03 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ChrisandCal VERY funny! A few rude jokes, but they went down well "
607,0,2014-11-25 03:36:56 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@colinkelly lol i was away up the back there was a guy how laughed REALLY loud next to me so i missed some jokes  but it was great lol
608,1,2014-11-25 04:33:53 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beantown69 3 More hours until you get off work!!!!! Yee Haw! 4 More until I do... Damn! Nice Quote..I run into things all the time! 
609,1,2014-11-25 05:26:12 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Corum please note the 'quotes' 
610,1,2014-11-25 06:56:37 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beatrizkanamaro haha of course ; thats why i love twitter ; we can say our secret jokes anytime  poor nick; must be crazy ! Haha tweets
611,1,2014-11-25 07:19:20 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Costus it was actually one of the best speeches iv ever heard  A true sports man ;) even under MAJOR defeat
612,1,2014-11-25 08:00:45 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Beautyfix LOL  What's that old quote/story about getting older and going to bed with Ben Gay?  
613,0,2014-11-25 09:36:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@crackedknuckles lol so u havnt missed my jokes thn  lmao its gunna be my b'day soon cant wait 18 oh yeah !!!!
614,1,2014-11-25 19:35:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CindyAshton Love the Maxwell quote! 
615,0,2014-11-25 20:13:59 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@create4you, when replying it's actually to @banjoist123, and LOL @wendywings!  :O  Hey @derring1  Man I miss sports.    Sheesh once again"
616,0,2014-11-25 21:13:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ClaireEm86 No, it was on the Wii fit! It was really weird and I thought I would do it as a joke...but I guess the jokes on me now  lol"
617,0,2014-11-25 22:36:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@claireliz81 One of my favorite sports casters passed away today.  I won't be able to watch Philly CBS news for a while
618,0,2014-11-25 22:54:25 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CLAIREonAIR NTN YET !!! lol ..I curse inadvance..lol lol..Suppa come by U..I know u all having FUn &amp; Jokes ..without me 
619,1,2014-11-25 23:50:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ctrent i find ways to regularly work his baseball quotes into my site. i am sure it annoys.. many people 
620,1,2014-11-26 00:50:22 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@coffeesister There are so many great quotes.  I'm glad you like them!
621,1,2014-11-26 01:44:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@colinsato Or MAYBE I'm just slow w/ the lightbulb jokes... Wait, that doesn't make me sound good, oh what the hell "
622,1,2014-11-26 02:41:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@courtneycarolyn &quot;The proof that u deserve anything u desire is the fact that u exist. Plain and simple&quot; AMAZING QUOTE  just made my day!
623,0,2014-11-26 03:33:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CraftyMamaof4 my hub doesnt like sports  I had BEARS season passes &amp; partial Caps last yr he didnt go to 1 game. okay tho i took my bro.
624,0,2014-11-26 03:22:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@curlygurl576: has to go back the 3rd I'm praying not. ( who will crack jokes with us! 
625,0,2014-11-26 04:11:02 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@beckphoto you don't like my jokes?!  LOL
626,0,2014-11-26 05:08:15 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@cutebutpsycho76 Nast, and sad that sex words jokes somehow seemed to lead to stalker words for so many ppl. "
627,1,2014-11-26 05:52:35 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@da7thl3tt3r aww u'd usually get muahz but u had jokes when it was my turn, so all u get is LoL's "
628,0,2014-11-26 06:46:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@daemonza Not good.  Sounds like you need to visit a good sports doc.
629,0,2014-11-26 07:40:53 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bek1826 I haven't  I know my friend is a huge fan of Lane Bryan and I think they make sports bras now.
630,1,2014-11-26 08:38:11 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DamarisToma Lol, ill keep that in mind. Need to get new material for my jokes then. "
631,0,2014-11-26 08:57:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@belle_lulu Once knew a dental lab chappie who drove a sports car - apart from that, zilch, nada, nichts! "
632,1,2014-11-26 09:05:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@daniellekiemel anytime my love  I had to mention u, cos ur images rep. what my poetry &amp; quotes state out"
633,1,2014-11-26 09:21:04 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bentriderro  a little motivation  jersey sports Italian tricolour on sleeves, collar - with the traditional orange, white and blue"
634,1,2014-11-26 10:40:33 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bethaquotaholic Yup - yesterday  Have any quotes special for a b-day?? 
635,1,2014-11-26 10:55:10 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bevtoyou No, u have good jokes! XD "
636,1,2014-11-26 11:04:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Dannuroo just get the kid to watch some aussie comedy, he'll be aslepp in minutes... better still try some sheep jokes "
637,0,2014-11-26 11:29:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think 
638,1,2014-11-26 12:00:52 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BlegooPR It was a mere quote, that's all "
639,0,2014-11-26 12:09:07 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BlkSportsOnline celebs should also be banned from that hairstyle 
640,1,2014-11-26 13:44:01 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DarkPiano Love that quote! 
641,1,2014-11-26 14:52:27 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@dashyco LOL i know ;D you just quotes something diirrrrrttttyyyyy LOL. heya dash 
